Station,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
Kulon Progo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.67,100,100,100,100,100,38.71,100,100,90.32,96.67,96.77,100,96.77,100,92.86,0,83.33,93.55,100,100,96.77,100,100,96.67,87.1,100,100,100,100,100,100,100,96.77,100,100,100,100
Kumpulan Banang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71,100,86.67,80.65,76.67,77.42,19.35,0,0,0,0,60,38.71,0,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Kunduran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,53.57,77.42,93.33,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Kurik - Kaptel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,33.33,0,0,0,0,0,0,0,3.23,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,83.87,100,100,93.55,90,80.65,3.23,96.55,90.32,76.67,96.77,93.33,96.77,96.77,96.67,96.77,100,100
Kutai Barat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,100,100,80.65,100,100,0,100,100,100,100,100,100,100,96.67,74.19,29.03,100,100,80,19.35,100,100,100,83.33,100,100,100
Kuwus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,100,56.67,0,0,0,0,0,35.48,100,100,100,78.57,3.23,0,0,0,0,0,0,0,20,100,32.26,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Kwandang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,93.55,100,71.43,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Labuan Bajo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,26.67,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,74.19
Lainea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,36.67,90.32,100,100,100,100,100,100,93.55,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,96.77
Lalabati Rilau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Lambu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,56.67,0,0,0,0,0,35.48,100,100,100,100,100,60,0,0,0,58.06,66.67,58.06,60,54.84,64.52,71.43,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Langgikima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,56.67,0,0,0,0,0,35.48,100,100,100,100,100,100,100,100,100,100,100,93.55,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,80.65,80.65,62.07,100,100,100,100,100,100,90,93.55,100,100
LANGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.29,96.77,40,100,100,100,100,100,100,100,93.55,100,100,100,100,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,100,0,96.67,100,100,100,100,100,100,96.67,100,100,48.28,67.74,90,90.32,93.33,9.68,0,0,0,0,0
Langkaplancar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.52,51.61,33.33,100,100,100,100,92.86,100,86.67,83.87,100,77.42,100,90,83.87,86.67,87.1,96.77,82.14,96.77,93.33,83.87,100,100,67.74,90,90.32,93.33,87.1,32.26,64.29,0,93.33,100,100,100,100,56.67,96.77,96.67,87.1,100,100,100,96.67,100,100,100,100,100,100,100,100
Langke Rembong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,6.67,100,100,100,100,100,90.32,0,0,0,0,90.32,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Langsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,96.67,83.87,100,100,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,90.32,100,100,100,100,93.55,100,100,90.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Larantuka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.84,100,96.77,100,93.55,100,100,90.32,93.33,29.03,83.33,100,100,100,100,100,100,100,100,100,3.33,0,0,0,0,0,0,0,0,0,0,0,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,93.33,100
LauRambong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.14,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Legok lemang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71,40,100,100,100,100,100,100,100,93.55,100,100,83.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.1,93.33,100,100,100,100,100,100,100,100,100,93.33,100,100,100
Lembang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,80.65,83.87,100,29.03,96.67,83.87,90.32,82.76,100,100,100,100,100,100,100,100,100,100
Lemong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,78.57,87.1,100,93.55,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Lengayang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,83.87,100,96.43,100,86.67,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Lengkong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.29,41.94,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.84,93.55,30,0,56.67,41.94,0,3.57,0,96.67,74.19,60,22.58,100,100,100,96.67,87.1,93.55,100,93.55,100,100,100,100,87.1,100,100,100,100
Lereh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,96.67,0,9.68,64.29,0,16.67,77.42,56.67,0,0,90,100,100,100,100,89.29,90.32,100,100,100,100,100,100,100,100,93.55,22.58,0,0,100,100,100,100,100,100,100,96.67,67.74,32.26,20.69,3.23,46.67,90.32,100,100,100,100,100,76.67,16.13
Limau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,64.52,40,100,100,100,100,100,29.03,10,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,86.67,100,100,80.65
Lingge Isaq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,77.42,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,96.67,93.55,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Lombok Timur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Lore Tengah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,64.52,60,93.55,100,100,100,100,100,96.67,100,100,100,100,86.67,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,45.16,0,0
Lore Utara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,93.33,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,96.77,100,100,100,100,100,100,100,100,100
Lubuk Basung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,96.77,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,100,100,100,100,100,100,100,100,100,100,67.74,100,100,100,100,0,100,100,100,100,93.55,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Lubuk Linggau Barat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,93.33,93.55,87.1,100,0,100,100,100,100,100,100,100,96.67,70.97,100,100,100,100,100,100,100,100,100,100,100,100
Lumbang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,93.55,40,100,100,100,100,100,100,100,93.55,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,64.52,100,93.1,100,100,100,100,100,100,100,100,100,100
Lumut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,80,100,100,100,100,80,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,87.1,100,89.66,77.42,96.67,100,100,100,100,100,100,100,100
Lunyuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Luwi Budi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.29,77.42,20,96.77,100,100,100,100,100,100,87.1,100,100,100,100,100,100,100,100,100,100,100,77.42,96.67,100,100,100,100,100,100,100,96.43,0,96.67,100,100,100,100,100,100,93.33,48.39,67.74,62.07,25.81,0,0,0,0,83.87,90,100,100,90.32
Luwuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,70.97,96.67,87.1,100,100,100,100,90.32,6.67,0,0,63.33,100,100,100
Magelang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.26,0,74.19,100,100,93.55,96.43,12.9,0,0,93.33,32.26,93.55,100,100,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.19,100,100,96.67,77.42,96.77,100,100,93.33,100,100,100,100,100,100,96.67,100
Malang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Malili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Malingping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.67,100,100,96.43,87.1,90,100,100,100,100,100,100,100,100,100,100,0,96.67,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,93.33,100
Maluku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.16,87.1,23.33,100,100,100,100,100,100,100,93.55,100,100,100,93.33,100,100,100,100,100,100,100,100,100,100,100,100,6.45,100,100,100,96.43,0,96.67,100,100,100,100,100,100,93.33,90.32,100,37.93,61.29,100,100,100,100,80.65,100,100,100,100
Mamasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Mamuju,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,85.71,0,100,100,96.67,93.55,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,93.33,100,100,100
Manado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,93.55,30,100,100,100,100,100,100,100,93.55,100,3.23,0,0,0,0,48.39,100,100,100,100,100,100,100,100,100,100,100,100,100,92.86,0,96.67,93.55,100,100,100,100,100,93.33,54.84,67.74,100,70.97,90,100,100,90.32,100,90,100,100,90.32
Manduamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,96.43,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,80,100
Manimeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,70.97,60,93.55,100,100,100,96.67,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,51.61,0,0
Manisrenggo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,100,100,40,100,100,100,100,100,29.03,40,93.55,100,100,100,100,90.32,90,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Manna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,77.42,23.33,100,100,100,100,100,100,100,93.55,100,80.65,3.23,100,32.26,90,100,67.74,89.29,100,100,100,100,100,100,100,61.29,96.67,100,100,100,0,96.67,100,100,100,100,100,100,86.67,67.74,100,100,100,80,100,100,100,100,100,100,100,70.97
